file	paragraph	score	markers	text
020.真正的自由恋爱者.txt	3	2		老景这懒鬼，居然食言而“瘦”，竟一直未给汝写信，今早来信竟厚颜托我向汝“美言一二”，吾已回书拒之，并责以“罪无可逭”。
020.真正的自由恋爱者.txt	10	2		我现在正如你所希望的，的确是“知行合一”“剑及履及”，我心头没有什么矛盾与不安，我是统一的，因此我反对你理论家与实行家可以分开的谬论，我绝不相信“想成为一个实行家而减低了他做一个理论家的深度”的话，我觉得不能实行的理论是站不住的，可怜的，甚至是谬误的，为什么要做一个“半身不遂”的人物，为什么不站起来做一个扬眉吐气剑及履及的英雄？
021.只消捡起一块石头.txt	5	2		在“不可与言即不与言”一点上，你给了我不少的影响和暗示：每在我又要哓哓与人辩白或解释的时候，一个“免谈啦”的声音经常在我脑里浮出来，与是我便默然不语了。与不能“交通”者，夫复何言哉！这点是跟你学的。
021.只消捡起一块石头.txt	20	2		大力主张“如何过今天”，“如何使今天有生活情调”，反对回想过去，也反对为不可知的未来的事业等拼命，我告诉每个朋友都“别忘了今天！”
022.桃花路上.txt	5	2		这是电影《桃花运》里面的两句话，接到我这封信的时候，你恐怕都在桃花路上走了一趟了，怎么样？今天开禁，五光六色的花花世界中有何艳遇否？女朋友不可老是在台北物色，要“到处留艳迹，四海觅芳踪”才是！不过此事之为利为弊视人而定，你有办法，又能把持得住，桃花路上即是“新乐园”，“双喜”临头之处必不在少，爱情之于你只有快乐，否则的话那就应了上面的两句话了，到头来黄土一抔，饮恨吞声而死，一辈子感叹女人没有好东西。
023.寡情如此.txt	13	2		家里的一棵昙花开了，夜伴昙花，別府感怀，佛言“如优昙钵华，时一现耳”。忆及四年前一夜看昙花时见×之往事，亦昙花一现而已，浮云世变，沧海人间，若不带着几分勇迈之气以应之，一定被折磨得使人憔悴不堪。好在迩来心肠铁石，情不易感，泪不轻垂，大有古人所谓“痴顽老子”的气概，亦一佳事也。小儿女态太多并不见得可贵，且甚讨人厌，以其殊失英雄或丈夫气派也。张孝祥词：
023.寡情如此.txt	21	2		你该多了一个外号——“神枪手”，而我最近亦有一外号——“文化疯狗”，是第一宿舍中第十室中的一群厮们起的。
024.不知情绪为何物.txt	4	2		闻袁祝泰言你们曾一起聚玩，闻之忻然，我喜欢交朋友，也喜欢互给我的朋友们“皮条”，让他们也互相识为知己，“友天下之善士，兼拉皮条，一乐也。”
024.不知情绪为何物.txt	8	2		陈彦增为“彦”，非“燕”也。你这糊涂虫，太马虎。
027.为前信进一解.txt	7	2		我选了老李的两门课，星期一第八节的《通鉴》和星期三第四节，星期六第七节的《中国史学史专题研究》，×也选了，我不禁觉得很不愉快，很别扭。事到今天，×跟我的关系仍是很奥妙，我对她并未“痛心”，但是却相当的“疾首”，她代表我一个多年来理想的破灭，同时代表我内心的一个大创痕、大烙印，——虽然疤是结了，可是在风雨之夕，仍是隐然作痛。总之，她象征了很多与我有密切关系的关系，诸如往日的欢笑与眼泪、信心与失败、怀念与仇恨，她之于我，始终不失为一个“精神上的刺激体”……
