file	paragraph	line_start	line_end	char_count	score	snippet
072.火烧岛十载风霜三（李世杰）.txt	63	125	125	149	3	实在说来，王幸男那时刚为“台独”案子被捕，在警总保安处吃了很大苦头，心中正在怨怒尖端，兼以性情急躁，心胸又不是很开阔的人。当他发现高忠坚给王昇“上书”的稿子时，立刻有了很强烈的反应，他联络狱中所有“台独”案的难友，对高忠坚施以“断绝来往”的制裁，包括不跟高某交谈片言只语，搞得高忠坚处境非常的狼狈。
072.火烧岛十载风霜三（李世杰）.txt	64	127	127	240	7	高忠坚与“台独”案的杨金海，以及另一位因竞选立法委员而入狱的颜明圣（高雄市人），案情似乎有些互相牵涉，而他与颜、杨二人，关系则非常恶劣。颜明圣倒不曾对我说起高忠坚太多的是非，杨金海则直指他高忠坚未入狱前便“形迹可疑”。杨说：高忠坚与颜明圣是小学时代在台南的同学，离校后并未有往还。那一年（似乎是一九七五年），颜明圣竞选立法委员，高忠坚突然跑到颜的竞选办事处认老...
072.火烧岛十载风霜三（李世杰）.txt	66	131	131	506	10	高忠坚最不应该的是，当后来蒋海溶被阮成章调查局借提到台北景美警备总部军法处看守所加以谋害之后，他上书张宝树、王昇的秘密，只剩下我李世杰一人最清楚知道其内容。其后，我搬到第四区，高忠坚改囚第二区，我与他之间不但从无龃龉，可以说，我还是有德于他的，纵不说是恩是惠，我至少是徇其所恳而为他修改“上张宝树书”的。不料，他为了表示“清白”，为了表示他与“国特”划清界限，...
072.火烧岛十载风霜三（李世杰）.txt	67	133	133	97	3	当黄宗礼把他跟高忠坚这段对话告诉我的时候，我并不因为恼怒就揭发他“上书张宝树”的秘密以泄忿，只是笑笑地谢谢黄宗礼，我说：“宗礼啊！你听听，他高忠坚这副德性，像个牧师吗？像个政治犯吗？像个人吗？”
072.火烧岛十载风霜三（李世杰）.txt	68	135	135	101	3	今天，我敢在此公开声明：高忠坚“上书张宝树”，说他甘愿继续为国民党立功，以提供在日本及美国的“附匪”及“台独”分子名单，这项秘密，我是在写到这一节时，才首次把它揭露出来的，在监狱里，我连这种话都懒得说！
072.火烧岛十载风霜三（李世杰）.txt	70	139	139	137	5	王幸男可以说是一个极端台独主义者，他的逻辑是：国民党来自外省，所以，国民党就是外省人，外省人就是国民党；台湾是被“你们外省人搞得一塌糊涂的”。为了他这样说，有一天，萧振文跟他变了脸，当面斥责他这话侮辱了所有外省人，而且他也显然昧于有比台湾人更多的外省人在这座黑监狱里的事实。
072.火烧岛十载风霜三（李世杰）.txt	71	141	141	617	5	当王幸男刚进了第六房，午饭之前，牢房的门还紧锁着，对我和蒋海溶、陈翼演等尚无异样。不料，午饭后，牢房的门开了，他走出房外一趟，立刻中了毒。首先是“成大共产党”案的吴荣元，及“台独”案的黄坤能等，告诉他：“你第六房那个蒋海溶和李世杰，是调查局的处长副处长，是专门打小报告的人，你得当心。”因而，他一回房，就从脸上看出他态度有变。对于这种诬蔑，我在警总军法看守所九...
072.火烧岛十载风霜三（李世杰）.txt	72	143	143	178	4	我抵达火烧岛的第二天，刘天照难友就告诉我，吴荣元看见我和蒋海溶来到了，雀跃地对外役伙伴说：“有两个调查局的人也送来了，好了，这下子让我来整他！”我一笑置之，老实说，心里倒也想看看他用什么方法来“整”蒋海溶与我。但是，后来倒也没有看到他有什么“整”人的表现。如今，王幸男——一个他们心目中的“英雄”来到了，吴荣元果然向他宣传起我与蒋是“专门打小报告的人”了。
072.火烧岛十载风霜三（李世杰）.txt	73	145	145	234	5	蒋海溶与我李世杰，是有“贼底”的人，有特务的“前科”，这一点我们从不否认。事实上不但用不着否认，也否认不了。例如有一个国防部情报局宪兵中尉情报官程志飞者，他入狱后，矢口否认是情报局特务，结果还不是暴露出“贼底”来的（程志飞的故事，后面将另有记述）！然而，说是当年为蒋介石、蒋经国父子干情报，终于干到进入叛乱监狱中来当匪谍、来接受两度死刑判决及以无期徒刑定谳的人...
072.火烧岛十载风霜三（李世杰）.txt	74	147	147	428	5	对于这种谣言，我向来是不去“辟”它的，我深知愈“辟”愈“谣”，愈描愈黑，不如让它去“止于智者”之为愈。对王幸男，我（与蒋海溶）仍然若无其事地和他和平共处，当牢房的门紧闭，而王有什么问题须得立刻了解，不能等待开门后再去询问别人时，他找我或蒋海溶，我们也都诚意地告诉他。那时，他常常苦于没有书好看，由于他自称出身于基督教家庭，我就拿了一本高曼夫人编著的《荒漠甘泉》...
072.火烧岛十载风霜三（李世杰）.txt	75	149	149	513	7	偏偏是，刘德裕对我说了这句话，“李世杰打小报告”的“学说”，好像就得到更进一步证实一般。当时，信奉此一“学说”的，实仅限于少数几位“台独”案的难友，即使是黄纪男、钟谦顺、洪维和、林见中、陈深景等等“台独”前辈及晚辈，都不相信此说。至于因共产党案子而入狱已二三十年的老难友（绝大多数是台湾省籍人士），不但没人相信这项谣言，他们从未因我与蒋海溶曾是老国特，曾是他们...
072.火烧岛十载风霜三（李世杰）.txt	78	155	155	363	8	当时，第三房的罗庸老兄，由于同是国民党三四十年党龄的“匪谍”，他与蒋海溶与我就比较常常聚谈，因而也被列为监狱的小特务。罗是中央军校出身，在湖北以保安旅参谋主任兼县长身分，迭经与中共军队血战过，在狱中又常常夸称当年驰骋疆场的英勇事，藉以反衬国民党将他逮捕入狱，再拷问成共产党的“德政”，不料这些话也成为他是“打小报告的人”的证据了。事实上，火烧岛政治犯中，的确有...
072.火烧岛十载风霜三（李世杰）.txt	79	157	157	304	3	罗庸老兄是位心直口快的人，说话口没遮拦，是事实。党王幸男解送到火烧岛后没几天，他罗老兄在第三房，就对同室难友说：“王幸男幸而是在今天，要是早几年，干下这个案子，早就被枪决了！”这当然不是咒骂王幸男本人，而是说，国民党的“惩治叛乱”，也早晚时价不同的。稍早几年，不用炸弹、暴力、没有实际行动的“叛乱犯”，单凭几句牢骚话（偶语），或是几张传单，就被枪毙夺命的，比比...
072.火烧岛十载风霜三（李世杰）.txt	80	159	159	133	3	不过，罗庸老兄这句话，就王幸男听来，自然是刺耳而又扎心；而与罗庸同室的杨金海，自亦当然会去告诉王幸男的。谁知，王幸男竟把这笔账很技巧地记在蒋海溶和我李世杰头上，他分别请蒋和我劝告罗庸，莫再讲这类伤害他（王）的话，还说：“现在，我（王）脾气好得多了，要是从前，就……”
072.火烧岛十载风霜三（李世杰）.txt	84	167	167	198	4	蒋海溶倒是答应王幸男了，但他只婉转告诉罗庸：“在牢房里面讲话，要防备言者无心、听者有意，被人转述出去，发生误会。”并未提及王幸男的名字和他的言语。倒是我，我先对罗庸说，王幸男托我来说什么话，我推却掉了，因为不愿被他认定我们是到监狱中“合伙打小报告”的人！然后，我婉告罗庸：“有关谈论王幸男的事，虽无恶意，也容易引起误会。何况你房中还有其他台独案的人，难免不传出...
072.火烧岛十载风霜三（李世杰）.txt	85	169	169	157	3	亦即因此，我到九月间，就商得十二房陈石奇、梁楚铿同意，要矮子谢鸿让我搬过去。我这一着，是为图个耳根清净；也是想让他王幸男明白：假使我李世杰真的像他所听信的，是那种以“替监狱牢头禁子当线民的职志”的没出息低级特务，我就应该硬着头皮留在第六房，才方便于搜集他王幸男的“小报告材料”。我不晓得他王幸男是不是懂得如此想呢？
072.火烧岛十载风霜三（李世杰）.txt	86	171	171	172	3	对于王幸男初到火烧岛时所表现的焦躁、猜忌、易怒，而且动辄喜欢对难友用武动粗的行为或恐吓，我也有我的看法。猜忌、多疑，不肯用点思想判断问题，虽是他的个性，而他囚禁在保安处时所受的处遇，以及他到火烧岛以后所受的蛊惑，也都不无关系。王幸男说：“我（王）搭乘的是由香港直飞日本的国泰班机，没想到要在桃园机场过境降落。当飞机停妥时，航空公司的人员上来说：
072.火烧岛十载风霜三（李世杰）.txt	87	173	173	165	4	“这飞机要检查一下，请旅客到过境室稍等。”我心里就有一点不安的预感。等到我一下飞机的梯子，立刻被几个便衣汉子紧紧抓住，挟持着奔向一部汽车，很快地就开走了。到了保安处，我被带了械具讯问，有一天，试用滚烫的开水猛灌喉咙，想藉此自杀，没料到自杀不成，倒烫成了重伤，不能饮食。他们把我送到三军总医院去救治。你看，我喉咙开刀的疤痕还在这里。
072.火烧岛十载风霜三（李世杰）.txt	89	177	177	138	4	就是那一段医疗期中的景况，造成他王幸男更偏激的反抗意识，和更狭隘的偏见，加上被目为“英雄人物”所产生的傲慢。他说：“保安处显然不只怕我脱逃，也怕有人攻入病房把我劫走。所以，病房四周戒备森严还不算，人在重伤中，还要那样裸裎加带械具，实在不止令人痛苦，他令人心中滋生恨意与恶感。”
072.火烧岛十载风霜三（李世杰）.txt	91	181	181	473	6	王幸男刚到火烧岛的头一两年，也委实有些地方足以引人物议的。这大约因为他被捕后那一段苦难遭遇，造成心理上的不平衡；加上火烧岛各“台独”案难友把他捧成“英雄人物”，他也多少有些飘飘然地以“英雄”自视而思有以“立威”。加以身材高瘦，又自称学过拳击；因而他跟难友偶有很小的龃龉，甚至并无口角而只是受挑拨者中伤的误会，他不藉讲理以弄清楚事实的真相，却往往想恃靠膂力，拳头...
072.火烧岛十载风霜三（李世杰）.txt	92	183	183	363	5	跟蔡秀章等同一批，第六房来了一个名叫侯德富的，大陆省籍，他跟一个名叫张杰的扒手朋友，因债务纠纷而反目，彼此告到警察派出所去，不知怎的，一告，两人都变成叛乱犯，解送军法判刑了（张杰在台中以扒手为常业，是连判决书也记载的）。这个侯德富，也的确在生活小杰上有许多令人忍受不了的地方，例如吃饭的中途，他咳嗽要吐谈了，就拿起菜肴已经吃光的空菜盆当痰盂，弄得全房的人都恶心...
072.火烧岛十载风霜三（李世杰）.txt	93	185	185	113	3	蒋海溶离开火烧岛那一天清早，侯德富就借着争论大厨房账目而大吵一场（大厨房每月初要把前一月的收支列账，请各难友过目签名，并提出改善伙食意见。不过，那只是奉行故事，已经没太多的意义了）。不到一个钟头，蒋海溶搬了，走上他死亡的幽谷。
072.火烧岛十载风霜三（李世杰）.txt	94	187	187	303	4	再过三天，清晨“放封”时，侯德富睡着不外出，王幸男是轮值守在监房接水的人，却“放封”去了。本来，碰到这种事，一般难友总是代替轮值的人把水接了，也就没事。但侯德富不这样做，他直睡到“收封”了，犹躺在铺位上，却出声责怪王幸男不负轮值之责，让全房整个上午没水用。假使语气温和一点，也许没事，可能他侯德富也像平时，说话容易刺人耳朵，王幸男一怒，竟然从铺位上扭着侯胸膛的...
072.火烧岛十载风霜三（李世杰）.txt	95	189	189	136	4	然而，矮子监狱官谢鸿赶来了，立刻叫外役把侯德富抬到医务所去。那个半年多前想邀王幸男打架而又落荒而逃的“反共义士”陈南兴，这时正是扬眉吐气之秋了，他站在六房门外，当着谢鸿面前，议论不休：“唉哟！这里一堆血！唉哟，那一滩血好多啊！”活现出兵法上“贵乎乘时，时不可失也”的气概。
072.火烧岛十载风霜三（李世杰）.txt	97	193	193	94	5	不凑巧的是，当天上午，王幸男的弟弟远从台北飞到火烧岛探监，牢头们就先接见了他，告诉他：“你哥哥王幸男怎样打人，打得头破血流，所以用械具钉起来了。”又请做弟弟的劝告哥哥，改变那种暴躁的性情。
072.火烧岛十载风霜三（李世杰）.txt	99	197	197	449	5	一九七九年，我迁到十二房已经一年多了，有几次，我牙周病发作，同室杨金海就替我做轮值的工作（贮水，擦拭地板等）。又有几次，杨金海胃出血的病发作（他胃部严重出血时，还得带着手铐步行到火烧岛指挥部医务所去就医）我当然为他做轮值的工作。这原是同室难友不容推辞的义务，连芝麻绿豆大的问题都没有的。不料，有一个情报局低级特务程志飞到我们十二房来聊天，看到了，就跑去告诉台籍...
072.火烧岛十载风霜三（李世杰）.txt	101	201	201	136	3	我正式告诉监方：我不住在第一监房区，我要求搬到第四区去！我严重警告把这问题搁下不理的大牢头赵文光：“如果你不让我搬迁，一旦我出了事，受了伤或致命，你监狱长要负完全的责任！”我也利用孩子们到火烧岛探监的机会，把这情况泄漏了出去！以逼迫赵文光不敢不思考他忽视政治犯安全的后果。
072.火烧岛十载风霜三（李世杰）.txt	103	205	205	178	4	苏志诚，福建海澄人，他与高志坚等同一批解到火烧岛，听说我是闽南人，就跑来找我搭讪。我问他：“海澄人，姓苏。那海澄一个苏向仁，你可认识？”他先不回答，反问：“您老怎么认识苏向仁的？”我说：“我当厦门《中央日报》总编辑时，苏向仁是经理呀！”苏志诚就说：“苏向仁是我的亲叔叔。”后来，发现他许多话都是滔天谎言，我虽不戳破他，却连他是苏向仁的侄子这话也不敢相信了。
072.火烧岛十载风霜三（李世杰）.txt	106	211	211	283	3	但最令难友们厌恶的是：苏志诚说，他（苏）有两个孪生儿子都大学毕业了，一个在开工厂，一个却不学好，当流氓。又说，他的女婿在台东一家戏院当经理。可是，问他：“两个儿子叫什么名字？哪所大学毕业的？开设什么工厂？女婿何名？在台东哪家戏院当经理？”他又一句也答不出来，只顾左右而言他。而事实上，他从来不曾接到一封家信，更不曾收到一个邮包或一文钱款项。——当他尚未做此谎言...
072.火烧岛十载风霜三（李世杰）.txt	107	213	213	328	3	最后，苏志诚只好央托我替他写一封信给一位名叫周应声的人。周早年是厦门市政府民政科长，是市长黄天爵的亲信。黄于一九四八年到南京，任职侨务委员会副委员长，直到国民党逃到台湾还续任的。周来台后就到侨委会当秘书，专门委员。黄周都是我从一九四二年在永安，就十分熟识的老友。苏志诚说：黄天爵当厦门市长时，他（苏）是黄的卫士（护兵）。这可就胡说，终黄天爵市长任内，他的护兵就...
072.火烧岛十载风霜三（李世杰）.txt	108	215	215	120	3	苏志诚要我替他写封信给周应声，请周向“老长官黄天爵先生”代诉苦情，寄点钱到火烧岛来。我笑着说：“信，我替你写了；但是，我先断言，周应声绝不会置理的。因为他比我更清楚，黄天爵当市长时的护兵不是你！”信也寄出去了，果然像石沉大海一样，毫无回响。
072.火烧岛十载风霜三（李世杰）.txt	109	217	217	230	3	苏志诚每星期两次都登记请医官看病，每次都说是头痛。那个不像医官的医官，从阿司匹灵到各种止痛药都开遍了，都药石罔效（但从不曾替他测计过血压）。有一天，他和包括王幸男的一批难友，自愿地到礼堂附近做公差，清除杂草，冲洗水沟。苏志诚一不小心，滑了一跤，四脚朝天倒地了，就爬不起来（原来，他中风了）！这时，四周的人面面相睹，动也不动，只有王幸男，他立刻扶起苏志诚，把那七...
072.火烧岛十载风霜三（李世杰）.txt	110	219	219	280	3	但是，苏志诚自此变成半身不遂，监方也曾一度把他送到台东那座八二三医院去，不到三个月，医院说他“只是”轻微中风，不需住院，就下令逐客；监狱把他押返火烧岛，囚在病房里。他每天拄着一根像拐杖那么粗细的树枝，衣服褴褛破旧，真像拿着打狗棒的叫化子一样，拐着瘫痪者歪斜半边的步伐，一蹶一蹶地、踉跄蹒跚地，在“放封”场的一角，独自踽踽而行。状甚可怜，但没有一位难友愿意在物质...
072.火烧岛十载风霜三（李世杰）.txt	111	221	221	305	5	在未罹患中风之前，苏志诚也是一个喜欢以好勇狠斗威吓难友的角色。不过，由于他自承他的亲叔父苏向仁是我的低层次同事，又听我谈到他们海澄县CC系（中统）及三青团系（军统）的人物，如数家珍一般，都是我极其熟稔的友人或怨敌；加以我曾多次赠他财物，他对我虽也不改其胡吹瞎夸的老毛病，却是凡遇到他想跟别人比武斗狠时，只要我喝责一句，他便不敢哼气。有一次，他要看病，因为登记证...
072.火烧岛十载风霜三（李世杰）.txt	112	223	223	95	3	就是这样一个苏志诚，他在第十四房。而十四房的难友（庄青萍、邓子仲、倪文举）都被高忠坚“牧师”攻击得体无完肤，只有苏志诚，高忠坚从来没有一言半语伤害及他。我起初觉得很纳闷，后来一想，恍然明白：
073.全世界都震动了（龚德柏）.txt	34	67	67	286	3	美国也主张在法国开辟第二战场以符苏俄的要求，立刻东西相呼应进攻轴心国的核心德国，直捣希特勒的根据地，一决胜败；并且表示像地中海作战等，英帝国的战争可以展期实行，设使英国绝对反对的话，那么美国只有将主力调往太平洋方面与日本战斗。这次讨论英美军事专家双方展开相当激烈的争辩，而且也未有如此对立过。在这次的辩论中包括种种重要的问题，例如：第一，欧战是与太平洋战争同时...
073.全世界都震动了（龚德柏）.txt	72	143	143	311	4	一九四四年是英美苏联合阵线在战争中最顺利的一年，相反的却是轴心国最忧郁的一年。苏俄在东部战场从南中北三方面，如洪水般的同时涌入德境，当时斯大林宣称：“已有把握把猛兽堵在岩穴之内了。”一九四四年六月，英美军也在法国诺曼底登陆，开辟了第二战场，更以破竹之势越过莱因，侵入德国西部，德国的各种VI秘密武器并未发挥扭转战局的效果。与法国北部战场相呼应，英法军从地中海方...
074.中国偏偏要抢俄国的战争来打（龚德柏）.txt	5	9	9	188	3	经过一小时以上之往返，二人终于得面见日皇，谓张鼓峰系重要战略地点，要求许可出兵攻占，日皇问：外相海相曾同意么？板垣答已获赞成，但日皇知外相海相不赞成，乃以兴奋态度说：“陆军的作法实在可恶，满洲事变之柳条沟、这次事变之卢沟桥，做尽卑劣之事，实实可恶，此次断不可又如此。”并向陆相云：“今后没有朕的命令，一兵一卒亦不可动。”语气非常坚强，致陆相无地自容（《原田文书...
074.中国偏偏要抢俄国的战争来打（龚德柏）.txt	10	19	19	271	8	日军何以有如此结果，因为日军大炮没有俄国大炮射得远，即俄炮可以打中日军，而日炮则不能打中俄军。这与上海中日战争相同，一方只打人，一方只挨打，日本这次之地位与中国在上海之地位相同，故其近于全灭程度亦相同。事后日政府发表日军死伤一万八千人，俄人亦信其为真。著者即亲自听俄外交官谈过，其实还要加一倍，双方交换俘虏，俄人只二名，日人则为一〇九名，其程度又相差如何，打到...
074.中国偏偏要抢俄国的战争来打（龚德柏）.txt	11	21	21	225	4	这一次试战于世界前途非常重要，因为日军经过这次“试战”，自知不是俄国的敌手，所以一百八十度转变，由绝对反俄而转为与俄订中立条约，向南方侵略，日本南进固然由于中国在上海全面作战，使日海军渐向南进，而决定的因素则为诺门罕之惨败，使日本由侮俄而变为畏俄。假使中国不在上海全面作战，使日本与德国照预定计划向俄开战。战争不能中途停止，德胜而俄败固无疑问，但日军被俄打得七...
075.日人观念为之一变（龚德柏）.txt	8	15	15	226	4	在徐州以北，二十六年底，因韩复榘要保全实力，不肯抵抗，节节自动南退。日军则不战而达鲁南。而青岛方面，青岛市长沈鸿烈对日非常坚决，但只有少数海军陆战队与少数民军，无法抵抗日军之进攻，乃率部向西南沂蒙山区撤退，希望在这些地带打游击，日军恐那样坚决抗日的沈鸿烈，若有游击根据地，于日军大有不利，所以日军跟踪追击，以期消灭其少数兵力。三月中旬，日军板垣师团打到临沂。张...
075.日人观念为之一变（龚德柏）.txt	13	25	25	333	3	徐州既失，该方面之战争，即可告一段落。但我军仍与日军在徐州以西、开封以东一带做十余日之周旋。六月五日，开封始被攻陷。我军向平汉路以西退却，日军直趋郑州，若日军占据郑州，由此南下，进攻武汉，武汉至多只能支持两个月，于我打击甚大。且敌可以打通平汉路，平汉津浦两路全被敌占用，于以后战局亦大不利。所以蒋委员长决策，下令商震军在花园口，将黄河南岸堤掘毁，使黄河水由此南...
075.日人观念为之一变（龚德柏）.txt	17	33	33	335	3	安庆到武汉约八百华里，即二百六、七十英里。南北两岸，不是山地，就是湖沼。不若上海到南京，毫无险阻，可以长驱直入。中国军队不论任何部队，都曾与日军作过战，都有若干老兵，对日敌忾心非常强烈。新兵受其感化，亦抱有敌无我决心。并且有山地湖沼可资利用，又另有轻兵器，便于运动。不若上海战争，死守阵地，只有挨打者，完全不同。所以在这四个半月战争中，我军虽远不及上海战争之精...
075.日人观念为之一变（龚德柏）.txt	29	57	57	435	4	中国一般人都认为：南京失陷后，日军趁势进占武汉，是日本最大的错误。这次武汉失陷，认为不会一误再误，必然趁势进占长沙。因为武汉失陷，广州亦失陷，若日军趁势进占长沙，可以打通粤汉路，在军事上是有重大利益的。所以武汉未失陷前，就有人主张：应该把长沙烧毁，免资敌人。据当时长沙市长席楚霖谈称：有次省府会议（长沙市长参加）散会后，财政厅长尹任先，与各委员闲谈，即做此放火...
076.太平洋战争发生后（龚德柏）.txt	11	21	21	82	3	蒋委员长于复罗斯福总统与丘吉尔首相电后有曰：“本日发表宣战文告，此种大事必须从远者大者着想。此次世界大战必有一整个之总解决，断不容分别各个之媾和，否则虽成亦败矣。”
076.太平洋战争发生后（龚德柏）.txt	15	29	29	225	3	这时候英美军都大败特败，独我苦战七年后而有此大捷，实获得敌友之赞佩。中央社纽约五日专电：“中国长沙大捷使此间人士欢欣鼓舞，引为自美国卷入世界大战以来，同盟国在远东之大胜。各报皆以显著地位刊载重庆消息，美国人民在马尼拉失陷后之沮丧情绪，亦为之一振。”同日伦敦路透社电：“英国军政权威人士于中国长沙之捷，极表欢欣满意。报纸以显著地位刊载日军四师团已被完全击溃，伤亡...
076.太平洋战争发生后（龚德柏）.txt	17	33	33	360	3	三十一年元旦，中美英苏等二十六国在华盛顿签订共同宣言，表示对轴心国联合作战。一月四日，盟国推举蒋委员长为二十六国联军在中国战区（包括越南与泰国）之最高统帅，中国于此乃列为四强之一，自太平洋战争爆发以后，我国抗战在求与盟军协调牵制敌主力于我战场，并打击敌大陆交通线之企图，并打通我滇缅路国际交通线，奠立反攻之基础。三十一年四月，我军曾深入缅甸境内，协助英缅军作战...
076.太平洋战争发生后（龚德柏）.txt	34	67	67	320	4	更有一事使中英国交大受其影响，即委员长要直接致电英首相丘吉尔，要求英国许可印度自治。王世杰以其学者知识谓为不妥，恐招英人反噬。委员长说我们是革命外交，一定要发此电。果然电报发去，所得丘吉尔覆电：“大英帝国内政向来不许任何人干涉。”由此以后，英国事事与中国捣乱，致使罗斯福总统亦有爱莫能助之苦；而委员长当然亦不满意。其后《中国之命运》一书，对英国痛加攻击，更使英...
076.太平洋战争发生后（龚德柏）.txt	44	87	87	246	3	五十日，丘吉尔演说对战局独推重俄国兼带美国，而对我国只字未提。缅甸初败，我军牺牲重大，且仍在缅境被困，未脱险境，而邱氏竟未提我军援缅之贡献，于情于理深为不合。蒋委员长日曰：“英人对我缅甸军队一切不顾，至丘吉尔之态度对我国等于唾弃，以怨报德，徒有势利而无信义，因无论矣。而美国史迪威对我在缅军队，亦掉头不顾，对余无一请示，亦无一报告，独自径避印度，此实出于人情之...
076.太平洋战争发生后（龚德柏）.txt	74	147	147	129	3	迨十月十一日，罗斯福表示：无条件赞同撤废限制华人移民律，允居留美国之华人成为美国公民一项法案。他致国会之咨文中称：“为了争取胜利与建立安定和平起见，余认为撤废此一法案诚极重要。吾人可藉撤废限制华人移民律之方案，改正历史上之错误，并使歪曲事实之宣传为之缄口。”
076.太平洋战争发生后（龚德柏）.txt	76	151	151	141	3	罗斯福总统对该案即行签署完成立法手续，成为正式法案。总统于签署时并声明：“今日余签署废除限制华人移民法案时，特别感觉兴奋。余信中国人民必乐闻此一消息，盖此举足以代表美国之感情与敬意。盟国间各种不幸之障碍，业已除去，今后远东方面之作战努力，当能更形加紧，并对于共同目标有更大之谅解。”
076.太平洋战争发生后（龚德柏）.txt	91	181	181	186	4	及南京失陷，国民政府迁重庆。其时欧亚航空公司：汉口-长沙-广州-香港线，与中国航空公司：重庆-桂林-广州-香港线，敌人以为便利我后方各省对外之交通，迭以空军袭击。当武汉战役紧张时期，两公司为适合战事需要，于最后数日临时尽调各线飞机，飞行于重庆汉口与桂林汉口之间疏运。政府人员撤离武汉日夜飞运直至敌人进入武汉，其最后一架飞机尚在该处起飞西运，此种战时员工之服务精...
077.地下分肥记（屠申虹）.txt	5	9	9	181	3	行政院所说的这一席话，在我的看法，完全是正确的，这一席话，可以够得上“财大气粗”四个字的评语，公营事业，用的是取之不竭，用之不尽的民脂民膏，又岂是辛苦经营，涓涓滴滴的民营事业可以相比？公营事业还有一个民营事业绝对没有的优点，行政院忘了强调，我不妨在此补充说明：“公营事业万一出了纰漏，可以用国库的钞票来补漏；而民营事业，除了老板跳海、股东上吊，还有什么办法呢？...
077.地下分肥记（屠申虹）.txt	11	21	21	151	3	“至于行政院所说的荣工处和中华工程公司参加新加坡地下铁的竞标，荣工处联合了两家国内的工程顾问公司投标，提出的施工经验，竟然是台北市卫生下水道，与地下铁所需要的工程技术层次，相差得天远地北，结果在新加坡得到的第一百〇三标，是和‘地下’完全无关的明挖工程，而中华工程公司的竞标情况，则比荣工处还要没面子！”
077.地下分肥记（屠申虹）.txt	19	37	37	73	3	经济学家王作荣的说法简洁而一针见血，他说：“即使议价交给公营营造业的效果有多好、多稳当，但是特权独占所造成社会腐化的严重弊端，远超过可能的好处！”
077.地下分肥记（屠申虹）.txt	20	39	39	74	3	由于行政院的决定，激起了“公粪”，民营业者大掏粪坑的结果，让我们完全了解了所谓“公家重大工程”的重重内幕，用最简单的归纳，可以分列为下面的几个情况：
077.地下分肥记（屠申虹）.txt	44	87	87	93	3	公家工程，再加上让公营公司议价。结果，就是必然的成本高得吓人：七十四年国史馆要兴建八层档案大楼，假如由民营公司估价，每坪造价是三万五千元，但是由于和荣工处议价，于是每坪预算是七万七千元。
077.地下分肥记（屠申虹）.txt	56	111	111	82	3	作了这么一个了解以后，更可以让我们知道，所谓的“公家工程”为什么会引起公民营营造业这么大的兴趣了，原来它是大而化之的，是漫无预算标准的，甚至于是可以打马虎眼的。……
078.荣工处的特权嘴脸（屠申虹）.txt	22	43	43	66	4	特权的本身就是一种“以权服人”的成果，所谓歪理十八条，最后即使理不直，也必然仍旧吋以“气壮山河”，改编的伊索寓言就可有这么一个故事：
078.荣工处的特权嘴脸（屠申虹）.txt	31	61	61	84	3	旁观者的脸上，都流露出了同情小羊的神情，狼先生亦实在想不出更好的理由了，只好大叫一声：“用不着再听你什么鬼理由了，反正我是狼，你是羊！我可以吃你，这个理由已经足够了！”
079.钱学森所代表的问题（孟绝子）.txt	6	11	11	169	3	从新闻相片上看，里根在表面上的确是被二十一响礼炮放得心花怒放。但表面底下，他的内心里又怀有一点“嘀咕”，因为在这二十一响礼炮之前，在里根从华盛顿起程之前，中国大陆曾经放了一个“非礼炮”，它表面上不针对任何人，但在时间上看，它正是针对美国里根总统而放的。这个“非礼炮”就是在四月八号那天把一颗同步通讯卫星送到三万六千公里上空跟地球同步转动。
079.钱学森所代表的问题（孟绝子）.txt	15	29	29	92	3	美国人的生意算盘打得很精，不愿意冒亏本的风险。自从大陆有了核子力量以后，美国不去结交，只不过是少一个朋友，没有什么，然而不去结交的结果而使之成为一个敌人，这就太可怕了，所以决定去结交。
079.钱学森所代表的问题（孟绝子）.txt	32	63	63	89	3	加州理工学院院长E.C. Watson博士一直不相信钱学森是共产党党员，知道他是遭受诬害的冤屈。他后来回忆道：“这事一点证据也没有，可是他们还是不断地追究他……大家都为他抱怨。”
079.钱学森所代表的问题（孟绝子）.txt	33	65	65	99	3	加州理工学院外籍学生委员会主席Horace N. Gilbert也回忆道：“钱学森一点也没有不忠于美国的表现。……美国以警察国家的方法对付他，对他的伤害相当大，使他觉得在美国不受欢迎是意料中的事。”
079.钱学森所代表的问题（孟绝子）.txt	35	69	69	154	5	据说，美国突然准许他离境，乃是中共与美国“第三类外交接触”的结果。自一九五四年到一九五五年，美国与中共在日内瓦开始“大使级谈判”，美国要求中共把留在中国大陆的美国外交人员、教授、商人和打下来的空军飞行员送还美国，中共的一个交换条件是指名要原来在国民党官僚部长朱家骅心目中“不德高望重”的四十二岁科学家钱学森。
079.钱学森所代表的问题（孟绝子）.txt	37	73	73	252	5	台湾也有一个姓钱的科学家，叫钱思亮。他是美国依利诺大学毕业的博士。他是台湾的化学权威。在钱学森走过罗湖桥跨进大陆那一刻的前五年年底，钱思亮就当上台湾大学校长了。然而，在钱三强埋头努力搞原子弹核子弹的期间，在钱学森埋头努力搞运载火箭期间，“不德高望重”的钱思亮却埋头努力研究马屁精和新台币，结果害得国民党年年月月天天时时刻刻苦苦哀求美国当局答应让它买武器，买好武...
